Trip_ID,Destination,State,Days,Travelers,Hotel_Type,Hotel_Cost,Food_Cost,Transport_Cost,Activity_Cost,Shopping_Cost,Season,Travel_Mode,Total_Expense
6153,Goa,Goa,8,1,Premium,56000,6492,2229,11240,5564,Winter,Bus,81525
6154,Shimla,Himachal Pradesh,3,6,Standard,10500,13797,5138,2964,688,Monsoon,Car,33087
6155,Mumbai,Maharashtra,6,6,Luxury,78000,26121,2419,7824,6238,Summer,Bus,120602
6156,Udaipur,Rajasthan,10,1,Premium,70000,7479,9297,6530,7640,Summer,Flight,100946
6157,Jaipur,Rajasthan,8,2,Luxury,104000,12374,5796,12304,6560,Summer,Car,141034
6158,Shimla,Himachal Pradesh,2,2,Standard,7000,4094,9566,3050,4255,Monsoon,Flight,27965
6159,Agra,Uttar Pradesh,6,5,Budget,9000,21206,9650,5586,7990,Monsoon,Flight,53432
6160,Delhi,Delhi,10,6,Budget,15000,42615,5771,10590,6952,Summer,Car,80928
6161,Goa,Goa,4,1,Premium,28000,3339,9735,6372,3098,Summer,Flight,50544
6162,Udaipur,Rajasthan,4,5,Budget,6000,15430,9754,7744,4557,Monsoon,Flight,43485
6163,Delhi,Delhi,4,5,Budget,6000,15335,3975,4836,4623,Winter,Train,34769
6164,Manali,Himachal Pradesh,5,4,Luxury,65000,14405,9280,3205,3841,Winter,Flight,95731
6165,Jaipur,Rajasthan,9,4,Premium,63000,26332,1510,11583,7045,Summer,Bus,109470
6166,Delhi,Delhi,4,3,Budget,6000,8941,5672,2548,9805,Winter,Car,32966
6167,Agra,Uttar Pradesh,6,6,Budget,9000,26285,3641,3708,9611,Monsoon,Train,52245
6168,Shimla,Himachal Pradesh,9,2,Budget,13500,13897,3371,7758,5508,Monsoon,Train,44034
6169,Varanasi,Uttar Pradesh,5,4,Budget,7500,14967,1752,9645,5201,Monsoon,Bus,39065
6170,Goa,Goa,6,5,Standard,21000,22117,9086,4278,9252,Monsoon,Flight,65733
6171,Goa,Goa,10,2,Premium,70000,15088,5809,19000,3703,Monsoon,Car,113600
6172,Manali,Himachal Pradesh,4,2,Premium,28000,6848,2184,2644,6359,Winter,Bus,46035
6173,Udaipur,Rajasthan,2,3,Luxury,26000,4680,1629,1446,7368,Winter,Bus,41123
6174,Mumbai,Maharashtra,8,5,Luxury,104000,28086,3537,9952,6547,Summer,Train,152122
6175,Mysore,Karnataka,4,2,Luxury,52000,6978,3695,3612,9656,Monsoon,Train,75941
6176,Udaipur,Rajasthan,4,4,Luxury,52000,11815,9206,6796,2096,Summer,Flight,81913
6177,Mysore,Karnataka,3,1,Standard,10500,3430,9482,5643,4214,Monsoon,Flight,33269
6178,Mysore,Karnataka,10,5,Standard,35000,35192,1874,12510,5095,Monsoon,Bus,89671
6179,Mysore,Karnataka,5,3,Standard,17500,10781,2319,3265,2957,Summer,Bus,36822
6180,Manali,Himachal Pradesh,6,2,Premium,42000,8803,9245,7752,7743,Winter,Flight,75543
6181,Mysore,Karnataka,9,5,Premium,63000,32986,9719,5895,7571,Winter,Flight,119171
6182,Goa,Goa,5,1,Standard,17500,4431,9905,6280,8843,Monsoon,Flight,46959
6183,Mysore,Karnataka,3,4,Budget,4500,9824,5781,2067,4229,Winter,Car,26401
6184,Mumbai,Maharashtra,5,3,Budget,7500,10889,1615,8230,5160,Monsoon,Bus,33394
6185,Mysore,Karnataka,8,4,Luxury,104000,23808,3000,7048,353,Summer,Train,138209
6186,Mysore,Karnataka,6,2,Premium,42000,8730,2375,9030,3389,Monsoon,Bus,65524
6187,Goa,Goa,6,4,Luxury,78000,17699,5872,8610,96,Monsoon,Car,110277
6188,Udaipur,Rajasthan,2,1,Budget,3000,1710,1732,2600,4668,Winter,Bus,13710
6189,Varanasi,Uttar Pradesh,4,1,Budget,6000,3751,5858,4468,1856,Winter,Car,21933
6190,Agra,Uttar Pradesh,4,2,Budget,6000,5751,1995,7388,7007,Monsoon,Bus,28141
6191,Manali,Himachal Pradesh,5,3,Standard,17500,11750,3967,4705,4182,Winter,Train,42104
6192,Manali,Himachal Pradesh,5,1,Budget,7500,4616,2157,4510,3889,Summer,Bus,22672
6193,Manali,Himachal Pradesh,10,1,Premium,70000,8002,5847,19550,6326,Monsoon,Car,109725
6194,Mysore,Karnataka,2,1,Luxury,26000,2471,9675,1966,9150,Summer,Flight,49262
6195,Goa,Goa,2,3,Standard,7000,5307,9421,2916,9443,Winter,Flight,34087
6196,Mysore,Karnataka,3,3,Luxury,39000,7290,2493,3573,2874,Summer,Bus,55230
6197,Manali,Himachal Pradesh,3,5,Standard,10500,11976,5110,4731,8736,Monsoon,Car,41053
6198,Agra,Uttar Pradesh,4,3,Luxury,52000,8450,5334,3116,7587,Monsoon,Car,76487
6199,Agra,Uttar Pradesh,3,4,Budget,4500,9263,5328,5985,6715,Summer,Car,31791
6200,Goa,Goa,3,1,Luxury,39000,3113,9936,1638,3053,Summer,Flight,56740
6201,Mumbai,Maharashtra,4,5,Luxury,52000,14510,1678,3116,5468,Winter,Bus,76772
6202,Mysore,Karnataka,5,5,Standard,17500,17744,1547,8350,421,Summer,Bus,45562
6203,Shimla,Himachal Pradesh,5,6,Premium,35000,21349,3052,4525,7219,Winter,Train,71145
6204,Delhi,Delhi,7,6,Luxury,91000,29575,5573,8029,1951,Winter,Car,136128
6205,Delhi,Delhi,7,5,Budget,10500,25137,5949,7490,8442,Monsoon,Car,57518
6206,Varanasi,Uttar Pradesh,6,5,Standard,21000,21349,9838,5106,209,Summer,Flight,57502
6207,Jaipur,Rajasthan,3,4,Standard,10500,8463,2306,4500,7240,Winter,Bus,33009
6208,Mumbai,Maharashtra,10,6,Premium,70000,42989,5607,5480,5883,Winter,Car,129959
6209,Delhi,Delhi,7,6,Budget,10500,30346,9242,7728,6453,Summer,Flight,64269
6210,Mysore,Karnataka,6,6,Premium,42000,25945,2215,5070,828,Summer,Bus,76058
6211,Delhi,Delhi,4,1,Luxury,52000,3136,3389,2152,3020,Winter,Train,63697
6212,Goa,Goa,9,6,Luxury,117000,38476,1879,8793,1992,Summer,Bus,168140
6213,Mumbai,Maharashtra,9,6,Standard,31500,38738,5939,9594,4111,Summer,Car,89882
6214,Jaipur,Rajasthan,2,1,Luxury,26000,2265,1996,1488,7039,Monsoon,Bus,38788
6215,Shimla,Himachal Pradesh,10,3,Standard,35000,22360,5602,16660,9680,Winter,Car,89302
6216,Udaipur,Rajasthan,10,4,Standard,35000,28535,5587,9580,9597,Summer,Car,88299
6217,Jaipur,Rajasthan,2,5,Luxury,26000,7573,5738,2418,7329,Monsoon,Car,49058
6218,Varanasi,Uttar Pradesh,3,6,Luxury,39000,13641,2397,3129,6182,Winter,Bus,64349
6219,Agra,Uttar Pradesh,3,6,Premium,21000,14015,2039,6000,5702,Monsoon,Bus,48756
6220,Agra,Uttar Pradesh,9,3,Premium,63000,19328,9020,14571,3239,Summer,Flight,109158
6221,Agra,Uttar Pradesh,4,4,Standard,14000,11755,3899,3996,1995,Monsoon,Train,35645
6222,Varanasi,Uttar Pradesh,2,3,Luxury,26000,5583,9013,3526,3381,Winter,Flight,47503
6223,Goa,Goa,10,6,Standard,35000,42301,3990,13430,5671,Winter,Train,100392
6224,Goa,Goa,10,3,Standard,35000,22205,9452,6690,8111,Summer,Flight,81458
6225,Agra,Uttar Pradesh,8,6,Premium,56000,33821,9681,5240,1912,Winter,Flight,106654
6226,Manali,Himachal Pradesh,4,3,Premium,28000,9702,1618,4032,4193,Summer,Bus,47545
6227,Udaipur,Rajasthan,4,5,Budget,6000,15330,5676,2084,632,Winter,Car,29722
6228,Mumbai,Maharashtra,6,1,Budget,9000,4502,9812,7182,6471,Winter,Flight,36967
6229,Manali,Himachal Pradesh,6,2,Standard,21000,9562,2373,5694,1431,Winter,Bus,40060
6230,Mumbai,Maharashtra,8,1,Budget,12000,5899,9948,6456,8302,Monsoon,Flight,42605
6231,Agra,Uttar Pradesh,6,1,Standard,21000,5227,9093,11748,6117,Monsoon,Flight,53185
6232,Shimla,Himachal Pradesh,5,6,Budget,7500,21421,5799,6505,3300,Winter,Car,44525
6233,Mysore,Karnataka,8,5,Standard,28000,29384,2235,7352,6538,Summer,Bus,73509
6234,Varanasi,Uttar Pradesh,4,3,Budget,6000,8604,1614,7228,8576,Monsoon,Bus,32022
6235,Varanasi,Uttar Pradesh,8,6,Budget,12000,33693,9087,13664,3175,Monsoon,Flight,71619
6236,Mysore,Karnataka,2,5,Standard,7000,8038,5136,2152,5302,Monsoon,Car,27628
6237,Mysore,Karnataka,6,2,Luxury,78000,9433,1538,6798,7998,Monsoon,Bus,103767
6238,Agra,Uttar Pradesh,4,2,Standard,14000,6828,9165,5996,7932,Winter,Flight,43921
6239,Udaipur,Rajasthan,7,2,Luxury,91000,10614,1614,7042,3221,Monsoon,Bus,113491
6240,Manali,Himachal Pradesh,9,3,Premium,63000,19864,5492,13104,8251,Summer,Car,109711
6241,Mumbai,Maharashtra,5,4,Budget,7500,15236,9173,6885,3222,Summer,Flight,42016
6242,Manali,Himachal Pradesh,10,4,Premium,70000,29132,2447,6010,5859,Winter,Bus,113448
6243,Agra,Uttar Pradesh,6,6,Premium,42000,26242,3380,10164,1616,Winter,Train,83402
6244,Varanasi,Uttar Pradesh,3,2,Premium,21000,4296,5467,2511,5315,Winter,Car,38589
6245,Shimla,Himachal Pradesh,10,3,Standard,35000,22171,2476,7770,9984,Monsoon,Bus,77401
6246,Jaipur,Rajasthan,2,5,Luxury,26000,8046,9882,3416,6857,Summer,Flight,54201
6247,Manali,Himachal Pradesh,6,3,Luxury,78000,13573,3820,9738,5834,Monsoon,Train,110965
6248,Mysore,Karnataka,3,4,Luxury,39000,8663,3642,4386,3388,Summer,Train,59079
6249,Delhi,Delhi,7,3,Luxury,91000,16127,9273,8071,8726,Monsoon,Flight,133197
6250,Agra,Uttar Pradesh,9,5,Premium,63000,32572,9286,11151,8494,Monsoon,Flight,124503
6251,Jaipur,Rajasthan,3,1,Luxury,39000,3034,1594,2658,4223,Winter,Bus,50509
6252,Goa,Goa,5,3,Standard,17500,10834,9843,3910,2434,Winter,Flight,44521
6253,Mumbai,Maharashtra,10,4,Luxury,130000,28885,5473,13530,5019,Winter,Car,182907
6254,Jaipur,Rajasthan,10,4,Luxury,130000,29439,5014,7120,740,Summer,Car,172313
6255,Manali,Himachal Pradesh,8,6,Premium,56000,33787,2248,5960,4301,Monsoon,Bus,102296
6256,Udaipur,Rajasthan,5,5,Standard,17500,18404,9999,3240,6671,Summer,Flight,55814
6257,Jaipur,Rajasthan,9,4,Standard,31500,25347,9697,14670,8731,Summer,Flight,89945
6258,Mysore,Karnataka,9,2,Standard,31500,12711,5204,14211,4834,Winter,Car,68460
6259,Udaipur,Rajasthan,7,1,Luxury,91000,5851,5799,11529,8780,Monsoon,Car,122959
6260,Mysore,Karnataka,8,2,Standard,28000,11637,5318,11328,1006,Monsoon,Car,57289
6261,Varanasi,Uttar Pradesh,2,4,Premium,14000,7044,9574,2044,9067,Monsoon,Flight,41729
6262,Agra,Uttar Pradesh,3,2,Luxury,39000,5431,1979,3315,1802,Summer,Bus,51527
6263,Jaipur,Rajasthan,3,1,Standard,10500,3082,5883,5478,1141,Winter,Car,26084
6264,Shimla,Himachal Pradesh,10,3,Standard,35000,21479,1948,7750,8696,Winter,Bus,74873
6265,Varanasi,Uttar Pradesh,2,6,Standard,7000,9330,9050,3160,2585,Winter,Flight,31125
6266,Delhi,Delhi,4,6,Standard,14000,17610,1550,6808,467,Winter,Bus,40435
6267,Goa,Goa,9,1,Budget,13500,7084,2460,13329,7389,Monsoon,Bus,43762
6268,Varanasi,Uttar Pradesh,5,3,Standard,17500,11121,5325,9880,3581,Winter,Car,47407
6269,Varanasi,Uttar Pradesh,5,5,Standard,17500,17690,3817,6945,8165,Monsoon,Train,54117
6270,Shimla,Himachal Pradesh,4,4,Budget,6000,11330,9784,5212,5676,Winter,Flight,38002
6271,Agra,Uttar Pradesh,2,6,Luxury,26000,9054,3395,1828,9353,Monsoon,Train,49630
6272,Shimla,Himachal Pradesh,7,5,Budget,10500,25066,3940,8470,3247,Summer,Train,51223
6273,Agra,Uttar Pradesh,6,5,Premium,42000,22338,3362,5652,16,Summer,Train,73368
6274,Jaipur,Rajasthan,6,5,Premium,42000,22133,5096,10968,7278,Winter,Car,87475
6275,Shimla,Himachal Pradesh,8,5,Budget,12000,29011,2129,6992,3869,Winter,Bus,54001
6276,Udaipur,Rajasthan,9,6,Budget,13500,39018,5083,7416,3986,Monsoon,Car,69003
6277,Delhi,Delhi,6,5,Standard,21000,22273,9264,5418,2412,Summer,Flight,60367
6278,Udaipur,Rajasthan,2,4,Luxury,26000,5740,5256,2782,4006,Summer,Car,43784
6279,Udaipur,Rajasthan,8,2,Luxury,104000,11591,2272,7808,1113,Summer,Bus,126784
6280,Mumbai,Maharashtra,10,1,Budget,15000,7542,9488,15220,4176,Summer,Flight,51426
6281,Varanasi,Uttar Pradesh,7,3,Luxury,91000,15217,5925,12460,384,Monsoon,Car,124986
6282,Manali,Himachal Pradesh,2,3,Standard,7000,4336,2073,2798,443,Monsoon,Bus,16650
6283,Udaipur,Rajasthan,6,6,Standard,21000,26017,2100,9282,2618,Monsoon,Bus,61017
6284,Udaipur,Rajasthan,2,3,Luxury,26000,4753,1731,3214,9716,Summer,Bus,45414
6285,Mysore,Karnataka,9,6,Budget,13500,38785,3756,9063,3199,Summer,Train,68303
6286,Delhi,Delhi,10,3,Premium,70000,21962,1921,17800,6192,Monsoon,Bus,117875
6287,Mysore,Karnataka,9,4,Premium,63000,25602,1553,15327,5533,Winter,Bus,111015
6288,Shimla,Himachal Pradesh,2,4,Luxury,26000,6078,5501,3096,9722,Winter,Car,50397
6289,Udaipur,Rajasthan,3,1,Luxury,39000,2321,9112,5685,3142,Summer,Flight,59260
6290,Agra,Uttar Pradesh,2,6,Premium,14000,9155,9903,2602,2459,Monsoon,Flight,38119
6291,Jaipur,Rajasthan,4,6,Luxury,52000,18019,9586,4668,6747,Summer,Flight,91020
6292,Delhi,Delhi,2,3,Luxury,26000,4675,2167,3870,628,Winter,Bus,37340
6293,Udaipur,Rajasthan,8,4,Standard,28000,23398,1743,6320,2482,Summer,Bus,61943
6294,Shimla,Himachal Pradesh,3,2,Standard,10500,5057,9702,1638,7181,Winter,Flight,34078
6295,Jaipur,Rajasthan,10,6,Standard,35000,42602,9527,14440,3333,Winter,Flight,104902
6296,Varanasi,Uttar Pradesh,8,3,Luxury,104000,17494,2236,11464,6066,Monsoon,Bus,141260
6297,Mysore,Karnataka,7,2,Budget,10500,10033,9648,12621,2820,Winter,Flight,45622
6298,Delhi,Delhi,2,1,Standard,7000,2554,2440,3636,5076,Winter,Bus,20706
6299,Jaipur,Rajasthan,10,5,Premium,70000,35504,9414,19030,1821,Monsoon,Flight,135769
6300,Goa,Goa,9,3,Budget,13500,19037,2469,8919,8428,Winter,Bus,52353
6301,Mumbai,Maharashtra,8,1,Standard,28000,5816,5864,5608,6508,Summer,Car,51796
6302,Delhi,Delhi,5,1,Budget,7500,4255,5286,9670,5514,Summer,Car,32225
6303,Jaipur,Rajasthan,6,2,Standard,21000,9407,5393,9648,883,Monsoon,Car,46331
6304,Mumbai,Maharashtra,8,2,Budget,12000,12568,5418,12496,9482,Winter,Car,51964
6305,Jaipur,Rajasthan,5,4,Premium,35000,14294,1513,6035,8412,Summer,Bus,65254
6306,Agra,Uttar Pradesh,10,5,Premium,70000,36148,5497,5180,6823,Winter,Car,123648
6307,Mysore,Karnataka,4,6,Budget,6000,17985,3116,6452,9631,Winter,Train,43184
6308,Mumbai,Maharashtra,4,6,Premium,28000,18106,5086,4456,2484,Summer,Car,58132
6309,Agra,Uttar Pradesh,3,6,Budget,4500,13311,3894,4152,4775,Summer,Train,30632
6310,Udaipur,Rajasthan,5,2,Budget,7500,8413,3590,8105,2918,Winter,Train,30526
6311,Manali,Himachal Pradesh,5,6,Standard,17500,21968,9377,6965,9267,Monsoon,Flight,65077
6312,Agra,Uttar Pradesh,7,2,Budget,10500,9856,9962,9100,4800,Monsoon,Flight,44218
6313,Goa,Goa,7,5,Standard,24500,25849,5091,13195,4193,Monsoon,Car,72828
6314,Varanasi,Uttar Pradesh,4,6,Premium,28000,18152,5714,5380,5887,Summer,Car,63133
6315,Delhi,Delhi,2,5,Premium,14000,7209,3928,3320,271,Winter,Train,28728
6316,Mysore,Karnataka,6,1,Standard,21000,4491,1785,11796,954,Winter,Bus,40026
6317,Varanasi,Uttar Pradesh,2,3,Luxury,26000,5200,3616,1886,8498,Summer,Train,45200
6318,Udaipur,Rajasthan,9,4,Luxury,117000,25240,5267,6552,4751,Winter,Car,158810
6319,Jaipur,Rajasthan,10,6,Premium,70000,43348,9012,9550,3102,Winter,Flight,135012
6320,Mumbai,Maharashtra,8,5,Standard,28000,28517,3177,5224,8523,Monsoon,Train,73441
6321,Mysore,Karnataka,3,1,Premium,21000,2909,9887,5751,5427,Monsoon,Flight,44974
6322,Udaipur,Rajasthan,2,6,Budget,3000,8560,5563,1770,6073,Summer,Car,24966
6323,Delhi,Delhi,5,1,Budget,7500,4558,2146,8600,550,Winter,Bus,23354
6324,Udaipur,Rajasthan,8,6,Luxury,104000,34187,9474,4256,2680,Winter,Flight,154597
6325,Manali,Himachal Pradesh,2,5,Luxury,26000,7659,5645,2986,5590,Summer,Car,47880
6326,Manali,Himachal Pradesh,3,1,Budget,4500,3337,1727,2586,6782,Summer,Bus,18932
6327,Shimla,Himachal Pradesh,3,6,Premium,21000,13134,5552,4584,6658,Summer,Car,50928
6328,Manali,Himachal Pradesh,5,6,Luxury,65000,21570,9635,9665,545,Monsoon,Flight,106415
6329,Shimla,Himachal Pradesh,5,1,Luxury,65000,3826,9650,8230,1399,Summer,Flight,88105
6330,Goa,Goa,10,3,Luxury,130000,21919,9781,12700,3539,Summer,Flight,177939
6331,Shimla,Himachal Pradesh,6,2,Luxury,78000,8681,5467,8748,2512,Summer,Car,103408
6332,Manali,Himachal Pradesh,6,6,Standard,21000,25314,9771,8448,9505,Monsoon,Flight,74038
6333,Manali,Himachal Pradesh,7,3,Premium,49000,14750,2105,5173,4578,Summer,Bus,75606
6334,Delhi,Delhi,10,6,Budget,15000,42465,5884,11600,1868,Summer,Car,76817
6335,Mysore,Karnataka,4,4,Premium,28000,12529,5989,3704,6461,Winter,Car,56683
6336,Agra,Uttar Pradesh,3,5,Budget,4500,11432,1895,2091,9761,Summer,Bus,29679
6337,Goa,Goa,7,4,Budget,10500,19699,5169,5971,490,Monsoon,Car,41829
6338,Manali,Himachal Pradesh,4,3,Premium,28000,8860,9574,3308,7446,Summer,Flight,57188
6339,Delhi,Delhi,3,5,Premium,21000,10949,9914,3999,4125,Winter,Flight,49987
6340,Manali,Himachal Pradesh,7,5,Luxury,91000,25882,1714,5131,7396,Monsoon,Bus,131123
6341,Jaipur,Rajasthan,4,5,Luxury,52000,14288,1830,4492,5691,Monsoon,Bus,78301
6342,Jaipur,Rajasthan,7,2,Luxury,91000,10364,9550,7959,2320,Monsoon,Flight,121193
6343,Goa,Goa,5,1,Premium,35000,3666,3995,9590,9827,Summer,Train,62078
6344,Agra,Uttar Pradesh,8,4,Premium,56000,23371,2159,7992,94,Summer,Bus,89616
6345,Shimla,Himachal Pradesh,10,6,Standard,35000,43435,3263,8350,6260,Monsoon,Train,96308
6346,Varanasi,Uttar Pradesh,6,2,Standard,21000,8859,2342,6582,5643,Summer,Bus,44426
6347,Mysore,Karnataka,5,5,Standard,17500,17785,5363,7605,9460,Winter,Car,57713
6348,Goa,Goa,10,1,Budget,15000,7702,9240,11250,2928,Summer,Flight,46120
6349,Mysore,Karnataka,6,3,Premium,42000,13125,5454,4452,5574,Summer,Car,70605
6350,Delhi,Delhi,2,4,Budget,3000,6464,5902,3220,4206,Winter,Car,22792
6351,Udaipur,Rajasthan,4,4,Budget,6000,11698,9547,2668,9260,Summer,Flight,39173
6352,Mumbai,Maharashtra,2,1,Standard,7000,2268,2129,1482,7776,Monsoon,Bus,20655
6353,Agra,Uttar Pradesh,2,4,Luxury,26000,5990,5175,3342,727,Winter,Car,41234
6354,Manali,Himachal Pradesh,4,2,Budget,6000,6046,5023,3596,5146,Winter,Car,25811
6355,Delhi,Delhi,3,6,Premium,21000,13286,5544,3615,6792,Monsoon,Car,50237
6356,Manali,Himachal Pradesh,4,3,Budget,6000,8836,2148,6396,36,Winter,Bus,23416
6357,Udaipur,Rajasthan,3,4,Standard,10500,8705,9607,1977,2454,Monsoon,Flight,33243
6358,Agra,Uttar Pradesh,7,6,Premium,49000,30646,3115,5747,6073,Winter,Train,94581
6359,Agra,Uttar Pradesh,5,3,Luxury,65000,11868,9796,4915,9447,Monsoon,Flight,101026
6360,Goa,Goa,5,6,Premium,35000,21085,2024,9665,4592,Summer,Bus,72366
6361,Mysore,Karnataka,10,2,Premium,70000,14695,5243,6770,3115,Winter,Car,99823
6362,Goa,Goa,4,6,Standard,14000,17286,5067,4776,8479,Summer,Car,49608
6363,Udaipur,Rajasthan,6,3,Standard,21000,13589,3316,7962,7086,Summer,Train,52953
6364,Shimla,Himachal Pradesh,9,5,Luxury,117000,31529,3742,10674,1896,Summer,Train,164841
6365,Shimla,Himachal Pradesh,6,6,Budget,9000,26058,9397,8442,9981,Monsoon,Flight,62878
6366,Mumbai,Maharashtra,2,1,Standard,7000,1826,9115,1578,9972,Summer,Flight,29491
6367,Udaipur,Rajasthan,6,6,Budget,9000,26694,5993,4326,7709,Monsoon,Car,53722
6368,Goa,Goa,5,1,Premium,35000,4051,1963,7250,4343,Summer,Bus,52607
6369,Mysore,Karnataka,8,4,Premium,56000,22454,3959,5720,9951,Winter,Train,98084
6370,Jaipur,Rajasthan,7,4,Premium,49000,19898,9028,5607,637,Summer,Flight,84170
6371,Shimla,Himachal Pradesh,2,1,Luxury,26000,1737,2048,1968,3661,Summer,Bus,35414
6372,Agra,Uttar Pradesh,8,4,Luxury,104000,22791,1515,5272,7153,Summer,Bus,140731
6373,Udaipur,Rajasthan,2,1,Luxury,26000,1504,3536,1896,5939,Summer,Train,38875
6374,Delhi,Delhi,8,2,Budget,12000,12510,1687,4064,4278,Monsoon,Bus,34539
6375,Shimla,Himachal Pradesh,7,6,Premium,49000,30736,5280,9303,7605,Winter,Car,101924
6376,Goa,Goa,8,1,Premium,56000,5637,9160,10384,3591,Summer,Flight,84772
6377,Mysore,Karnataka,5,6,Budget,7500,21352,3181,4345,1666,Winter,Train,38044
6378,Udaipur,Rajasthan,4,2,Standard,14000,6170,2410,2148,57,Monsoon,Bus,24785
6379,Varanasi,Uttar Pradesh,3,1,Standard,10500,3186,2036,2412,2596,Winter,Bus,20730
6380,Agra,Uttar Pradesh,6,2,Luxury,78000,9058,1953,6600,4632,Winter,Bus,100243
6381,Manali,Himachal Pradesh,10,2,Standard,35000,15384,3389,11630,6198,Winter,Train,71601
6382,Goa,Goa,10,2,Luxury,130000,15267,1910,18530,9707,Summer,Bus,175414
6383,Mysore,Karnataka,4,3,Luxury,52000,8466,5431,6512,2227,Winter,Car,74636
6384,Mumbai,Maharashtra,8,1,Standard,28000,6235,1864,4384,1497,Winter,Bus,41980
6385,Goa,Goa,7,3,Standard,24500,15022,2430,6125,7480,Winter,Bus,55557
6386,Delhi,Delhi,7,3,Budget,10500,15610,3035,4914,9194,Summer,Train,43253
6387,Delhi,Delhi,6,4,Premium,42000,17225,1939,8754,7220,Winter,Bus,77138
6388,Mysore,Karnataka,9,3,Standard,31500,19847,3496,8406,6571,Summer,Train,69820
6389,Agra,Uttar Pradesh,3,6,Budget,4500,12983,1588,2430,5723,Summer,Bus,27224
6390,Mysore,Karnataka,2,5,Standard,7000,7898,3459,2992,7905,Summer,Train,29254
6391,Udaipur,Rajasthan,4,4,Standard,14000,11404,9623,2240,290,Summer,Flight,37557
6392,Manali,Himachal Pradesh,10,3,Luxury,130000,21992,5955,11780,6008,Summer,Car,175735
6393,Varanasi,Uttar Pradesh,5,4,Luxury,65000,14425,3600,5000,5319,Summer,Train,93344
6394,Shimla,Himachal Pradesh,4,1,Standard,14000,3184,9939,5916,5400,Winter,Flight,38439
6395,Jaipur,Rajasthan,5,3,Premium,35000,10631,2252,3110,9718,Monsoon,Bus,60711
6396,Agra,Uttar Pradesh,9,1,Budget,13500,6618,1549,8577,7587,Monsoon,Bus,37831
6397,Delhi,Delhi,6,3,Luxury,78000,13503,9719,11202,6831,Winter,Flight,119255
6398,Agra,Uttar Pradesh,6,1,Budget,9000,4979,5480,9174,3308,Winter,Car,31941
6399,Mysore,Karnataka,9,2,Premium,63000,13594,2392,16371,4297,Monsoon,Bus,99654
6400,Shimla,Himachal Pradesh,5,3,Premium,35000,11246,2243,5105,6014,Summer,Bus,59608
6401,Mysore,Karnataka,9,2,Luxury,117000,13817,9637,6687,3035,Monsoon,Flight,150176
6402,Manali,Himachal Pradesh,8,1,Standard,28000,6862,1680,12000,8393,Monsoon,Bus,56935
6403,Manali,Himachal Pradesh,10,6,Standard,35000,42267,5916,15070,8830,Winter,Car,107083
6404,Mumbai,Maharashtra,5,6,Premium,35000,21927,2047,6340,9144,Monsoon,Bus,74458
6405,Jaipur,Rajasthan,6,6,Standard,21000,25802,9110,11448,9944,Monsoon,Flight,77304
6406,Varanasi,Uttar Pradesh,3,2,Budget,4500,4260,3380,4179,555,Winter,Train,16874
6407,Agra,Uttar Pradesh,7,3,Standard,24500,15405,1832,10738,5476,Monsoon,Bus,57951
6408,Delhi,Delhi,9,3,Luxury,117000,20249,5927,9801,4978,Summer,Car,157955
6409,Jaipur,Rajasthan,3,3,Standard,10500,6982,3022,5802,7793,Winter,Train,34099
6410,Jaipur,Rajasthan,9,1,Luxury,117000,7503,2061,16182,2618,Monsoon,Bus,145364
6411,Mumbai,Maharashtra,6,6,Standard,21000,25251,2026,11388,2530,Summer,Bus,62195
6412,Shimla,Himachal Pradesh,9,1,Premium,63000,7646,5634,4860,3068,Summer,Car,84208
6413,Shimla,Himachal Pradesh,2,5,Standard,7000,8197,5203,2802,7341,Monsoon,Car,30543
6414,Goa,Goa,6,1,Luxury,78000,4430,3038,10692,1238,Winter,Train,97398
6415,Delhi,Delhi,7,1,Standard,24500,5378,3598,10808,3436,Summer,Train,47720
6416,Udaipur,Rajasthan,8,5,Luxury,104000,28672,3611,13496,7600,Monsoon,Train,157379
6417,Udaipur,Rajasthan,2,4,Premium,14000,5920,2262,3254,5890,Winter,Bus,31326
6418,Agra,Uttar Pradesh,9,4,Premium,63000,26354,3230,7281,406,Monsoon,Train,100271
6419,Goa,Goa,10,6,Luxury,130000,43350,2107,17450,3457,Winter,Bus,196364
6420,Udaipur,Rajasthan,3,5,Premium,21000,11453,3352,3558,6027,Winter,Train,45390
6421,Shimla,Himachal Pradesh,3,3,Standard,10500,6360,1821,4662,3286,Monsoon,Bus,26629
6422,Mumbai,Maharashtra,7,1,Budget,10500,6300,9885,7490,1755,Winter,Flight,35930
6423,Mumbai,Maharashtra,3,6,Budget,4500,13276,5261,1857,6731,Winter,Car,31625
6424,Varanasi,Uttar Pradesh,8,4,Premium,56000,22430,2277,5128,4400,Winter,Bus,90235
6425,Mysore,Karnataka,5,5,Standard,17500,18665,9650,4430,1891,Summer,Flight,52136
6426,Mysore,Karnataka,6,5,Standard,21000,21876,2368,10836,320,Winter,Bus,56400
6427,Mysore,Karnataka,10,2,Standard,35000,14840,1852,15090,5039,Summer,Bus,71821
6428,Manali,Himachal Pradesh,5,1,Budget,7500,4462,3310,2970,2960,Monsoon,Train,21202
6429,Delhi,Delhi,6,4,Luxury,78000,17718,2252,4044,3556,Winter,Bus,105570
6430,Jaipur,Rajasthan,2,3,Luxury,26000,4955,5590,2554,8117,Summer,Car,47216
